Jun 20 08:39:10 145.89.194.11 15w3d: %LINK-3-UPDOWN: Interface GigabitEthernet0/13, changed state to down
Jun 20 08:39:12 145.89.194.11 15w3d: %LINK-3-UPDOWN: Interface GigabitEthernet0/13, changed state to up
Jun 20 08:39:12 145.89.194.11 15w3d: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/13, changed state to up
Jun 20 08:41:21 145.89.194.11 15w3d: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/13, changed state to down
Jun 20 08:41:22 145.89.194.11 15w3d: %LINK-3-UPDOWN: Interface GigabitEthernet0/13, changed state to down
Jun 20 07:48:58 145.89.194.1 : %SYS-5-CONFIG_I: Configured from console by ernst on vty0 (145.89.194.49)
Jun 20 07:49:00 145.89.194.1 : %SYS-6-LOGGINGHOST_STARTSTOP: Logging to host 145.89.194.49 Port 514 started - CLI initiated
Jun 20 07:50:07 145.89.194.1 : %SEC_LOGIN-5-LOGIN_SUCCESS: Login Success [user: ernst] [Source: 145.89.194.49] [localport: 22] at 08:50:07 CET Tue Jun 20 2017
Jun 20 07:51:53 145.89.194.1 : %SEC-6-IPACCESSLOGS: list 78 denied 145.89.190.15 7 packets
Jun 20 07:53:53 145.89.194.1 : %SEC-6-IPACCESSLOGS: list 78 denied 145.89.190.14 86 packets
Jun 26 15:28:36 145.89.194.13 : %SPANTREE-2-BLOCK_PVID_LOCAL: Blocking GigabitEthernet0/3 on VLAN0638. Inconsistent local vlan.
Jun 26 15:28:36 145.89.194.13 : %SPANTREE-2-RECV_PVID_ERR: Received BPDU with inconsistent peer vlan id 701 on GigabitEthernet0/3 VLAN646.
Jun 26 15:28:36 145.89.194.13 : %SPANTREE-2-BLOCK_PVID_LOCAL: Blocking GigabitEthernet0/3 on VLAN0646. Inconsistent local vlan.
Jun 26 15:28:36 145.89.194.13 : %SPANTREE-2-RECV_PVID_ERR: Received BPDU with inconsistent peer vlan id 702 on GigabitEthernet0/3 VLAN641.
Jun 26 15:28:36 145.89.194.13 : %SPANTREE-2-BLOCK_PVID_LOCAL: Blocking GigabitEthernet0/3 on VLAN0641. Inconsistent local vlan.
